,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
3081,11,Prince Edward Island,Île-du-Prince-Édouard,28-09-2020,58,0,0.0,58,36605.0,57.0,98.28,233232.0,0,0.0,36.96,0.0,0.0,0.0,141.0,0.0,1.72,1.0,0.64,3.0,1.91,0.0,0.0,0.0,0.09,0.0,0.0
3082,60,Yukon,Yukon,28-09-2020,15,0,0.0,15,3342.0,15.0,100.0,81803.0,0,0.0,36.72,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,61,Northwest Territories,Territoires du Nord-Ouest,28-09-2020,5,0,0.0,5,4464.0,5.0,100.0,99585.0,0,0.0,11.15,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,62,Nunavut,Nunavut,28-09-2020,0,0,0.0,0,2392.0,0.0,,61681.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,99,Repatriated travellers,Voyageurs rapatriés,28-09-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3086,1,Canada,Canada,28-09-2020,155301,0,9278.0,155301,7220108.0,132607.0,85.39,192079.0,2176,1.42,413.15,24.68,10.0,5.97,102399.0,1509.0,8.64,13416.0,35.69,17291.0,46.0,99.0,0.26,1412.0,3.76,7.0,0.02
3087,59,British Columbia,Colombie-Britannique,29-09-2020,9013,0,234.0,9013,429637.0,7485.0,83.05,84719.0,105,1.18,177.72,4.61,1.0,2.6,6759.0,139.0,14.36,1294.0,25.52,1637.0,32.28,15.0,0.3,101.0,2.0,1.0,0.02
3088,48,Alberta,Alberta,29-09-2020,17909,0,266.0,17909,1012136.0,16072.0,89.74,231540.0,160,0.9,409.69,6.09,1.0,1.49,10498.0,137.0,8.77,1571.0,35.94,1952.0,44.65,12.0,0.27,146.0,3.33,1.0,0.03
3089,47,Saskatchewan,Saskatchewan,29-09-2020,1899,0,24.0,1899,157787.0,1737.0,91.47,134348.0,7,0.37,161.69,2.04,0.0,1.26,1067.0,18.0,7.27,138.0,11.75,158.0,13.45,0.0,0.0,11.0,0.91,0.0,0.0
3090,46,Manitoba,Manitoba,29-09-2020,1953,0,20.0,1953,176888.0,1327.0,67.95,129166.0,34,1.77,142.61,1.46,0.0,1.02,1904.0,46.0,31.03,606.0,44.25,487.0,35.56,4.0,0.29,46.0,3.35,0.0,0.02
3091,35,Ontario,Ontario,29-09-2020,51085,0,2844.0,51085,3760584.0,43450.0,85.05,258166.0,554,1.1,350.7,19.52,4.0,5.57,37120.0,323.0,9.38,4791.0,32.89,6017.0,41.31,24.0,0.16,476.0,3.27,2.0,0.01
3092,24,Quebec,Québec,29-09-2020,73450,0,5833.0,73450,1508322.0,62095.0,84.54,177764.0,799,1.1,865.65,68.75,7.0,7.94,15533.0,466.0,7.52,5522.0,65.08,7896.0,93.06,48.0,0.57,690.0,8.14,4.0,0.05
3093,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-09-2020,273,0,3.0,273,41471.0,268.0,98.17,79516.0,0,0.0,52.34,0.58,0.0,1.1,341.0,0.0,0.73,2.0,0.38,2.0,0.38,0.0,0.0,0.0,0.03,0.0,0.0
3094,13,New Brunswick,Nouveau-Brunswick,29-09-2020,200,0,2.0,200,66144.0,192.0,96.0,85146.0,0,0.0,25.75,0.26,0.0,1.0,716.0,1.0,3.0,6.0,0.77,6.0,0.77,0.0,0.0,1.0,0.07,0.0,0.0
3095,12,Nova Scotia,Nouvelle-Écosse,29-09-2020,1087,0,65.0,1087,94803.0,1021.0,93.93,97595.0,0,0.0,111.9,6.69,0.0,5.98,605.0,0.0,0.09,1.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3096,11,Prince Edward Island,Île-du-Prince-Édouard,29-09-2020,59,0,0.0,59,36875.0,57.0,96.61,234952.0,1,1.72,37.59,0.0,0.0,0.0,270.0,0.0,3.39,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.18,0.0,0.0
3097,60,Yukon,Yukon,29-09-2020,15,0,0.0,15,3376.0,15.0,100.0,82636.0,0,0.0,36.72,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,61,Northwest Territories,Territoires du Nord-Ouest,29-09-2020,5,0,0.0,5,4513.0,5.0,100.0,100678.0,0,0.0,11.15,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,62,Nunavut,Nunavut,29-09-2020,0,0,0.0,0,2412.0,0.0,,62197.0,0,0.0,0.0,0.0,0.0,,20.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,99,Repatriated travellers,Voyageurs rapatriés,29-09-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3101,1,Canada,Canada,29-09-2020,156961,0,9291.0,156961,7295024.0,133737.0,85.2,194072.0,1660,1.07,417.57,24.72,13.0,5.92,74916.0,1130.0,8.88,13933.0,37.07,18158.0,48.31,103.0,0.27,1471.0,3.91,8.0,0.02
3102,59,British Columbia,Colombie-Britannique,30-09-2020,9138,0,234.0,9138,433803.0,7591.0,83.07,85540.0,125,1.39,180.19,4.61,0.0,2.56,4166.0,106.0,14.37,1313.0,25.89,1640.0,32.34,15.0,0.3,106.0,2.09,1.0,0.02
3103,48,Alberta,Alberta,30-09-2020,18062,0,267.0,18062,1012136.0,16213.0,89.76,231540.0,153,0.85,413.19,6.11,1.0,1.48,0.0,141.0,8.76,1582.0,36.19,1934.0,44.24,13.0,0.3,147.0,3.37,1.0,0.02
3104,47,Saskatchewan,Saskatchewan,30-09-2020,1913,0,24.0,1913,158711.0,1750.0,91.48,135135.0,14,0.74,162.88,2.04,0.0,1.25,924.0,13.0,7.27,139.0,11.84,162.0,13.79,0.0,0.0,12.0,1.01,0.0,0.0
3105,46,Manitoba,Manitoba,30-09-2020,1993,0,20.0,1993,178777.0,1374.0,68.94,130545.0,40,2.05,145.53,1.46,0.0,1.0,1889.0,47.0,30.06,599.0,43.74,504.0,36.8,4.0,0.29,46.0,3.33,0.0,0.02
3106,35,Ontario,Ontario,30-09-2020,51710,0,2848.0,51710,3795168.0,43907.0,84.91,260540.0,625,1.22,354.99,19.55,4.0,5.51,34584.0,457.0,9.58,4955.0,34.02,6327.0,43.44,26.0,0.18,518.0,3.55,2.0,0.01
3107,24,Quebec,Québec,30-09-2020,74288,0,5834.0,74288,1524727.0,62564.0,84.22,179698.0,838,1.14,875.53,68.76,1.0,7.85,16405.0,469.0,7.93,5890.0,69.42,8431.0,99.36,46.0,0.54,743.0,8.75,4.0,0.04
3108,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-09-2020,274,0,3.0,274,42005.0,269.0,98.18,80540.0,1,0.37,52.54,0.58,0.0,1.09,534.0,1.0,0.73,2.0,0.38,3.0,0.58,0.0,0.0,0.0,0.05,0.0,0.0
3109,13,New Brunswick,Nouveau-Brunswick,30-09-2020,200,0,2.0,200,66947.0,192.0,96.0,86180.0,0,0.0,25.75,0.26,0.0,1.0,803.0,0.0,3.0,6.0,0.77,6.0,0.77,0.0,0.0,0.0,0.06,0.0,0.0
3110,12,Nova Scotia,Nouvelle-Écosse,30-09-2020,1088,0,65.0,1088,95574.0,1021.0,93.84,98388.0,1,0.09,112.0,6.69,0.0,5.97,771.0,0.0,0.18,2.0,0.21,2.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0
3111,11,Prince Edward Island,Île-du-Prince-Édouard,30-09-2020,59,0,0.0,59,37658.0,57.0,96.61,239941.0,0,0.0,37.59,0.0,0.0,0.0,783.0,0.0,3.39,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.09,0.0,0.0
3112,60,Yukon,Yukon,30-09-2020,15,0,0.0,15,3402.0,15.0,100.0,83272.0,0,0.0,36.72,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3113,61,Northwest Territories,Territoires du Nord-Ouest,30-09-2020,5,0,0.0,5,4564.0,5.0,100.0,101816.0,0,0.0,11.15,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,62,Nunavut,Nunavut,30-09-2020,0,0,0.0,0,2412.0,0.0,,62197.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,99,Repatriated travellers,Voyageurs rapatriés,30-09-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3116,1,Canada,Canada,30-09-2020,158758,0,9297.0,158758,7355960.0,134971.0,85.02,195693.0,1797,1.14,422.35,24.73,6.0,5.86,60936.0,1234.0,9.13,14490.0,38.55,19011.0,50.58,104.0,0.28,1572.0,4.18,8.0,0.02
3117,59,British Columbia,Colombie-Britannique,01-10-2020,9220,0,235.0,9220,440223.0,7695.0,83.46,86806.0,82,0.9,181.81,4.63,1.0,2.55,6420.0,104.0,13.99,1290.0,25.44,1557.0,30.7,15.0,0.3,97.0,1.91,1.0,0.02
3118,48,Alberta,Alberta,01-10-2020,18235,0,269.0,18235,1012136.0,16370.0,89.77,231540.0,173,0.96,417.15,6.15,2.0,1.48,0.0,157.0,8.75,1596.0,36.51,1961.0,44.86,15.0,0.34,149.0,3.42,1.0,0.03
3119,47,Saskatchewan,Saskatchewan,01-10-2020,1927,0,24.0,1927,160355.0,1759.0,91.28,136535.0,14,0.73,164.08,2.04,0.0,1.25,1644.0,9.0,7.47,144.0,12.26,170.0,14.47,0.0,0.0,13.0,1.12,0.0,0.0
3120,46,Manitoba,Manitoba,01-10-2020,2029,0,20.0,2029,180920.0,1388.0,68.41,132110.0,36,1.81,148.16,1.46,0.0,0.99,2143.0,14.0,30.61,621.0,45.35,529.0,38.63,4.0,0.29,45.0,3.32,0.0,0.01
3121,35,Ontario,Ontario,01-10-2020,52248,0,2851.0,52248,3833517.0,44422.0,85.02,263173.0,538,1.04,358.68,19.57,3.0,5.46,38349.0,515.0,9.52,4975.0,34.15,6572.0,45.12,26.0,0.18,536.0,3.68,2.0,0.01
3122,24,Quebec,Québec,01-10-2020,75221,0,5850.0,75221,1540680.0,63144.0,83.94,181578.0,933,1.26,886.52,68.95,16.0,7.78,15953.0,580.0,8.28,6227.0,73.39,8865.0,104.48,59.0,0.7,793.0,9.35,6.0,0.07
3123,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-10-2020,275,0,3.0,275,42556.0,269.0,97.82,81596.0,1,0.36,52.73,0.58,0.0,1.09,551.0,0.0,1.09,3.0,0.58,4.0,0.77,0.0,0.0,0.0,0.08,0.0,0.0
3124,13,New Brunswick,Nouveau-Brunswick,01-10-2020,200,0,2.0,200,67677.0,192.0,96.0,87120.0,0,0.0,25.75,0.26,0.0,1.0,730.0,0.0,3.0,6.0,0.77,6.0,0.77,0.0,0.0,0.0,0.02,0.0,0.0
3125,12,Nova Scotia,Nouvelle-Écosse,01-10-2020,1088,0,65.0,1088,96405.0,1021.0,93.84,99244.0,0,0.0,112.0,6.69,0.0,5.97,831.0,0.0,0.18,2.0,0.21,2.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0
3126,11,Prince Edward Island,Île-du-Prince-Édouard,01-10-2020,59,0,0.0,59,38011.0,57.0,96.61,242190.0,0,0.0,37.59,0.0,0.0,0.0,353.0,0.0,3.39,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.09,0.0,0.0
3127,60,Yukon,Yukon,01-10-2020,15,0,0.0,15,3428.0,15.0,100.0,83909.0,0,0.0,36.72,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,61,Northwest Territories,Territoires du Nord-Ouest,01-10-2020,5,0,0.0,5,4608.0,5.0,100.0,102797.0,0,0.0,11.15,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,62,Nunavut,Nunavut,01-10-2020,0,0,0.0,0,2460.0,0.0,,63435.0,0,0.0,0.0,0.0,0.0,,48.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,99,Repatriated travellers,Voyageurs rapatriés,01-10-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3131,1,Canada,Canada,01-10-2020,160535,0,9319.0,160535,7423052.0,136350.0,84.93,197478.0,1777,1.12,427.08,24.79,22.0,5.8,67092.0,1379.0,9.26,14866.0,39.55,19668.0,52.32,119.0,0.32,1634.0,4.35,10.0,0.03
3132,59,British Columbia,Colombie-Britannique,02-10-2020,9381,0,238.0,9381,447533.0,7813.0,83.29,88248.0,161,1.75,184.98,4.69,3.0,2.54,7310.0,118.0,14.18,1330.0,26.23,1539.0,30.35,15.0,0.3,106.0,2.08,1.0,0.02
3133,48,Alberta,Alberta,02-10-2020,18357,0,272.0,18357,1012136.0,16527.0,90.03,231540.0,122,0.67,419.94,6.22,3.0,1.48,0.0,157.0,8.49,1558.0,35.64,1976.0,45.2,17.0,0.39,145.0,3.31,2.0,0.04
3134,47,Saskatchewan,Saskatchewan,02-10-2020,1940,0,24.0,1940,162094.0,1769.0,91.19,138016.0,13,0.67,165.18,2.04,0.0,1.24,1739.0,10.0,7.58,147.0,12.52,164.0,13.96,0.0,0.0,13.0,1.14,0.0,0.0
3135,46,Manitoba,Manitoba,02-10-2020,2072,0,21.0,2072,182263.0,1399.0,67.52,133091.0,43,2.12,151.3,1.53,1.0,1.01,1343.0,11.0,31.47,652.0,47.61,532.0,38.85,5.0,0.37,44.0,3.21,0.0,0.02
3136,35,Ontario,Ontario,02-10-2020,52980,0,2927.0,52980,3872299.0,44850.0,84.65,265835.0,732,1.4,363.71,20.09,76.0,5.52,38782.0,428.0,9.82,5203.0,35.72,6903.0,47.39,102.0,0.7,582.0,4.0,13.0,0.09
3137,24,Quebec,Québec,02-10-2020,76273,0,5857.0,76273,1556720.0,63683.0,83.49,183468.0,1052,1.4,898.92,69.03,7.0,7.68,16040.0,539.0,8.83,6733.0,79.35,9620.0,113.38,65.0,0.77,852.0,10.04,6.0,0.07
3138,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-10-2020,275,0,3.0,275,43054.0,269.0,97.82,82551.0,0,0.0,52.73,0.58,0.0,1.09,498.0,0.0,1.09,3.0,0.58,3.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0
3139,13,New Brunswick,Nouveau-Brunswick,02-10-2020,200,0,2.0,200,68336.0,193.0,96.5,87968.0,0,0.0,25.75,0.26,0.0,1.0,659.0,1.0,2.5,5.0,0.64,6.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0
3140,12,Nova Scotia,Nouvelle-Écosse,02-10-2020,1089,0,65.0,1089,97118.0,1021.0,93.76,99978.0,1,0.09,112.11,6.69,0.0,5.97,713.0,0.0,0.28,3.0,0.31,3.0,0.31,0.0,0.0,0.0,0.03,0.0,0.0
3141,11,Prince Edward Island,Île-du-Prince-Édouard,02-10-2020,59,0,0.0,59,38011.0,57.0,96.61,242190.0,0,0.0,37.59,0.0,0.0,0.0,0.0,0.0,3.39,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.09,0.0,0.0
3142,60,Yukon,Yukon,02-10-2020,15,0,0.0,15,3452.0,15.0,100.0,84496.0,0,0.0,36.72,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,61,Northwest Territories,Territoires du Nord-Ouest,02-10-2020,5,0,0.0,5,4608.0,5.0,100.0,102797.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3144,62,Nunavut,Nunavut,02-10-2020,0,0,0.0,0,2505.0,0.0,,64595.0,0,0.0,0.0,0.0,0.0,,45.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,99,Repatriated travellers,Voyageurs rapatriés,02-10-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3146,1,Canada,Canada,02-10-2020,162659,0,9409.0,162659,7490205.0,137614.0,84.6,199264.0,2124,1.32,432.73,25.03,90.0,5.78,67153.0,1264.0,9.61,15636.0,41.6,20748.0,55.2,204.0,0.54,1743.0,4.64,22.0,0.06
3147,59,British Columbia,Colombie-Britannique,03-10-2020,9381,0,238.0,9381,454637.0,7813.0,83.29,89648.0,0,0.0,184.98,4.69,0.0,2.54,7104.0,0.0,14.18,1330.0,26.23,1539.0,30.35,15.0,0.3,106.0,2.08,1.0,0.02
3148,48,Alberta,Alberta,03-10-2020,18357,0,272.0,18357,1012136.0,16527.0,90.03,231540.0,0,0.0,419.94,6.22,0.0,1.48,0.0,0.0,8.49,1558.0,35.64,1976.0,45.2,17.0,0.39,145.0,3.31,2.0,0.04
3149,47,Saskatchewan,Saskatchewan,03-10-2020,1954,0,24.0,1954,164291.0,1782.0,91.2,139886.0,14,0.72,166.37,2.04,0.0,1.23,2197.0,13.0,7.57,148.0,12.6,167.0,14.22,0.0,0.0,13.0,1.11,0.0,0.0
3150,46,Manitoba,Manitoba,03-10-2020,2108,0,22.0,2108,182263.0,1409.0,66.84,133091.0,36,1.74,153.93,1.61,1.0,1.04,0.0,10.0,32.12,677.0,49.44,550.0,40.16,6.0,0.44,40.0,2.91,0.0,0.03
3151,35,Ontario,Ontario,03-10-2020,53633,0,2968.0,53633,3917041.0,45285.0,84.43,268907.0,653,1.23,368.19,20.38,41.0,5.53,44742.0,435.0,10.03,5380.0,36.93,7149.0,49.08,142.0,0.97,613.0,4.21,19.0,0.13
3152,24,Quebec,Québec,03-10-2020,77380,0,5867.0,77380,1573445.0,64478.0,83.33,185439.0,1107,1.45,911.97,69.15,10.0,7.58,16725.0,795.0,9.09,7035.0,82.91,10300.0,121.39,70.0,0.82,911.0,10.73,7.0,0.08
3153,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-10-2020,276,0,4.0,276,43714.0,269.0,97.46,83817.0,1,0.36,52.92,0.77,1.0,1.45,660.0,0.0,1.09,3.0,0.58,4.0,0.77,1.0,0.19,1.0,0.11,0.0,0.03
3154,13,New Brunswick,Nouveau-Brunswick,03-10-2020,201,0,2.0,201,68874.0,193.0,96.02,88661.0,1,0.5,25.87,0.26,0.0,1.0,538.0,0.0,2.99,6.0,0.77,7.0,0.9,0.0,0.0,0.0,0.02,0.0,0.0
3155,12,Nova Scotia,Nouvelle-Écosse,03-10-2020,1089,0,65.0,1089,97863.0,1021.0,93.76,100745.0,0,0.0,112.11,6.69,0.0,5.97,745.0,0.0,0.28,3.0,0.31,3.0,0.31,0.0,0.0,0.0,0.03,0.0,0.0
3156,11,Prince Edward Island,Île-du-Prince-Édouard,03-10-2020,59,0,0.0,59,38669.0,57.0,96.61,246383.0,0,0.0,37.59,0.0,0.0,0.0,658.0,0.0,3.39,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.09,0.0,0.0
3157,60,Yukon,Yukon,03-10-2020,15,0,0.0,15,3452.0,15.0,100.0,84496.0,0,0.0,36.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,61,Northwest Territories,Territoires du Nord-Ouest,03-10-2020,5,0,0.0,5,4649.0,5.0,100.0,103712.0,0,0.0,11.15,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,62,Nunavut,Nunavut,03-10-2020,0,0,0.0,0,2505.0,0.0,,64595.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,99,Repatriated travellers,Voyageurs rapatriés,03-10-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3161,1,Canada,Canada,03-10-2020,164471,0,9462.0,164471,7563615.0,138867.0,84.43,201217.0,1812,1.11,437.55,25.17,53.0,5.75,73410.0,1253.0,9.81,16142.0,42.94,21697.0,57.72,251.0,0.67,1829.0,4.86,29.0,0.08
3162,59,British Columbia,Colombie-Britannique,04-10-2020,9381,0,238.0,9381,459797.0,7813.0,83.29,90666.0,0,0.0,184.98,4.69,0.0,2.54,5160.0,0.0,14.18,1330.0,26.23,1539.0,30.35,15.0,0.3,106.0,2.08,1.0,0.02
3163,48,Alberta,Alberta,04-10-2020,18357,0,272.0,18357,1012136.0,16527.0,90.03,231540.0,0,0.0,419.94,6.22,0.0,1.48,0.0,0.0,8.49,1558.0,35.64,1976.0,45.2,17.0,0.39,145.0,3.31,2.0,0.04
3164,47,Saskatchewan,Saskatchewan,04-10-2020,1959,0,24.0,1959,165343.0,1782.0,90.96,140782.0,5,0.26,166.8,2.04,0.0,1.23,1052.0,0.0,7.81,153.0,13.03,152.0,12.94,0.0,0.0,12.0,0.99,0.0,0.0
3165,46,Manitoba,Manitoba,04-10-2020,2140,0,23.0,2140,182263.0,1421.0,66.4,133091.0,32,1.52,156.27,1.68,1.0,1.07,0.0,12.0,32.52,696.0,50.82,554.0,40.45,7.0,0.51,37.0,2.71,1.0,0.04
3166,35,Ontario,Ontario,04-10-2020,54199,0,2975.0,54199,3955405.0,45819.0,84.54,271540.0,566,1.06,372.08,20.42,7.0,5.49,38364.0,534.0,9.97,5405.0,37.11,7350.0,50.46,148.0,1.02,624.0,4.28,19.0,0.13
3167,24,Quebec,Québec,04-10-2020,78459,0,5878.0,78459,1589532.0,65304.0,83.23,187335.0,1079,1.39,924.68,69.28,11.0,7.49,16087.0,826.0,9.27,7277.0,85.76,10917.0,128.66,76.0,0.9,937.0,11.04,8.0,0.09
3168,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-10-2020,277,0,4.0,277,44122.0,269.0,97.11,84599.0,1,0.36,53.11,0.77,0.0,1.44,408.0,0.0,1.44,4.0,0.77,5.0,0.96,1.0,0.19,1.0,0.11,0.0,0.03
3169,13,New Brunswick,Nouveau-Brunswick,04-10-2020,201,0,2.0,201,69308.0,196.0,97.51,89219.0,0,0.0,25.87,0.26,0.0,1.0,434.0,3.0,1.49,3.0,0.39,7.0,0.9,0.0,0.0,0.0,0.02,0.0,0.0
3170,12,Nova Scotia,Nouvelle-Écosse,04-10-2020,1089,0,65.0,1089,98384.0,1021.0,93.76,101281.0,0,0.0,112.11,6.69,0.0,5.97,521.0,0.0,0.28,3.0,0.31,3.0,0.31,0.0,0.0,0.0,0.03,0.0,0.0
3171,11,Prince Edward Island,Île-du-Prince-Édouard,04-10-2020,61,0,0.0,61,38821.0,58.0,95.08,247351.0,2,3.39,38.87,0.0,0.0,0.0,152.0,1.0,4.92,3.0,1.91,4.0,2.55,0.0,0.0,0.0,0.27,0.0,0.0
3172,60,Yukon,Yukon,04-10-2020,15,0,0.0,15,3452.0,15.0,100.0,84496.0,0,0.0,36.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,61,Northwest Territories,Territoires du Nord-Ouest,04-10-2020,5,0,0.0,5,4649.0,5.0,100.0,103712.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,62,Nunavut,Nunavut,04-10-2020,0,0,0.0,0,2505.0,0.0,,64595.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,99,Repatriated travellers,Voyageurs rapatriés,04-10-2020,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
3176,1,Canada,Canada,04-10-2020,166156,0,9481.0,166156,7625793.0,140243.0,84.4,202872.0,1685,1.02,442.03,25.22,19.0,5.71,62178.0,1376.0,9.89,16432.0,43.71,22507.0,59.88,264.0,0.7,1862.0,4.95,30.0,0.08
3177,59,British Columbia,Colombie-Britannique,05-10-2020,9739,0,242.0,9739,469080.0,8115.0,83.32,92496.0,358,3.82,192.04,4.77,4.0,2.48,9283.0,302.0,14.19,1382.0,27.25,1531.0,30.19,15.0,0.3,119.0,2.34,1.0,0.03
3178,48,Alberta,Alberta,05-10-2020,18935,0,280.0,18935,1012136.0,16872.0,89.1,231540.0,578,3.15,433.16,6.41,8.0,1.48,0.0,345.0,9.42,1783.0,40.79,2196.0,50.24,24.0,0.55,169.0,3.88,2.0,0.05
3179,47,Saskatchewan,Saskatchewan,05-10-2020,1968,0,24.0,1968,167284.0,1801.0,91.51,142435.0,9,0.46,167.57,2.04,0.0,1.22,1941.0,19.0,7.27,143.0,12.18,154.0,13.11,0.0,0.0,11.0,0.92,0.0,0.0
3180,46,Manitoba,Manitoba,05-10-2020,2191,0,23.0,2191,187564.0,1429.0,65.22,136962.0,51,2.38,159.99,1.68,0.0,1.05,5301.0,8.0,33.73,739.0,53.96,583.0,42.57,5.0,0.37,39.0,2.84,0.0,0.03
3181,35,Ontario,Ontario,05-10-2020,54814,0,2980.0,54814,3992352.0,46360.0,84.58,274077.0,615,1.13,376.3,20.46,5.0,5.44,36947.0,541.0,9.99,5474.0,37.58,7540.0,51.76,151.0,1.04,612.0,4.2,20.0,0.14
3182,24,Quebec,Québec,05-10-2020,79650,0,5884.0,79650,1604262.0,66180.0,83.09,189071.0,1191,1.52,938.72,69.35,6.0,7.39,14730.0,876.0,9.52,7586.0,89.41,11522.0,135.79,80.0,0.94,1000.0,11.78,8.0,0.1
3183,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-10-2020,277,0,4.0,277,44362.0,269.0,97.11,85059.0,0,0.0,53.11,0.77,0.0,1.44,240.0,0.0,1.44,4.0,0.77,5.0,0.96,1.0,0.19,1.0,0.11,0.0,0.03
3184,13,New Brunswick,Nouveau-Brunswick,05-10-2020,203,0,2.0,203,69649.0,196.0,96.55,89658.0,2,1.0,26.13,0.26,0.0,0.99,341.0,0.0,2.46,5.0,0.64,7.0,0.9,0.0,0.0,0.0,0.06,0.0,0.0
3185,12,Nova Scotia,Nouvelle-Écosse,05-10-2020,1089,0,65.0,1089,98840.0,1021.0,93.76,101751.0,0,0.0,112.11,6.69,0.0,5.97,456.0,0.0,0.28,3.0,0.31,3.0,0.31,0.0,0.0,0.0,0.03,0.0,0.0
